Epoch,Training Loss,Training Gradient Norm,Training Time (s),Test Loss,Test Gradient Norm
1,0.28302954350199017,4.080678785118349,0.031099796295166016,0.13517027348279953,1.3717651531344253
2,0.09749431908130646,2.1270253052068435,0.00974583625793457,0.08099829033017159,1.026761104885678
3,0.062460768435682566,1.508863655601402,0.009154081344604492,0.05319133959710598,0.7572376577825597
4,0.043216257223061154,1.0344409232835485,0.00917506217956543,0.03479486145079136,0.4446865832261349
5,0.028147257066198757,0.48939585899450616,0.010083913803100586,0.03272855747491121,0.7153011213163926
6,0.028265187782900675,0.54703045047698,0.010649919509887695,0.025661620311439037,0.3746110079754974
7,0.025903007813862393,0.31587991924911857,0.010244131088256836,0.025727073661983013,0.22880844881236195
8,0.024398851075342724,0.2617689061299244,0.010232925415039062,0.027591449208557606,0.3425891769600494
9,0.025508089789322445,0.42954769066791926,0.010079145431518555,0.025684216991066933,0.2634043919382118
10,0.02576431818306446,0.5100959231113504,0.011406898498535156,0.038523439317941666,0.7360802872507307
11,0.03498332734618868,0.9309363253829087,0.010809183120727539,0.0316495094448328,0.4418858252685137
12,0.024709109483020648,0.41037905653120943,0.010647058486938477,0.02415019553154707,0.19130320776022475
13,0.02207851968705654,0.17529505080483215,0.011481761932373047,0.02335325162857771,0.1273608219385538
14,0.022019441106489727,0.1917013183454286,0.012404918670654297,0.02417477872222662,0.23228066114207946
15,0.02215197017150266,0.2504314959389934,0.01431894302368164,0.02332436479628086,0.1575891938168401
16,0.024577117125902857,0.4628405985850912,0.01184391975402832,0.025632540695369244,0.26185785707706466
17,0.02108165980981929,0.27274649976672344,0.012221813201904297,0.027527526952326298,0.5642853335113588
18,0.024485394890819277,0.5273567491833179,0.011723995208740234,0.022846232168376446,0.4276077297507216
19,0.021415387147239277,0.06937460974366098,0.01194620132446289,0.022622283548116684,0.15882662671763031
20,0.021806960393275534,0.09286841591415163,0.018088102340698242,0.023493698798120022,0.24351068432690787
21,0.024109566318137304,0.4421126531139406,0.014921903610229492,0.02831013686954975,0.5113754583576674
22,0.026166323838489398,0.6468278945045813,0.012044191360473633,0.024602049961686134,0.21967134764553065
23,0.022532409855297635,0.3157858241760826,0.015597820281982422,0.022556227631866932,0.30896877662666605
24,0.020695099607110023,0.12894692173733174,0.012877225875854492,0.022779091261327267,0.30723698830107726
25,0.021589274385145733,0.23829160058248583,0.013488292694091797,0.023689523339271545,0.18099330823876233
26,0.021608383261731694,0.2926730772359684,0.012401819229125977,0.026047582738101482,0.37987499982806633
27,0.021577305027416775,0.3511949570037806,0.019296884536743164,0.027873261831700802,0.662198657230633
28,0.02363197798175471,0.4773539315045176,0.017518281936645508,0.02246104832738638,0.11217411720409623
29,0.02056735674185412,0.1345259810740053,0.012234926223754883,0.022308358922600746,0.27389142362043384
30,0.022663061640092304,0.3594407705772942,0.08064985275268555,0.0263926200568676,0.4802861897862964
31,0.023711982848388807,0.49935905344496956,0.0178680419921875,0.023905239067971706,0.23898263916407725
32,0.02075676274086748,0.16752721591686592,0.014013051986694336,0.022249075584113598,0.16219423094990887
33,0.020601516589522362,0.1905138378776872,0.013229846954345703,0.022094584070146084,0.09810850654377143
34,0.020704350035105432,0.22527385889558826,0.012919187545776367,0.022401046007871628,0.12603538858568047
35,0.02181647052722318,0.32731441228946556,0.015166282653808594,0.02355078049004078,0.21146514716628484
36,0.020097937701003894,0.12054479699045562,0.013571023941040039,0.02204643189907074,0.180483310644659
37,0.020132666719811305,0.18868629440673404,0.027306079864501953,0.02410977426916361,0.307356158939296
38,0.02123859817428248,0.2667240095854236,0.02196192741394043,0.02177971787750721,0.11695501957271429
39,0.019577866154057637,0.13089546780664518,0.02256631851196289,0.02496694028377533,0.4971575732282858
40,0.025757811963558197,0.6427576366434341,0.024420976638793945,0.022561989724636078,0.29284909722512886
41,0.02015712152102164,0.2807967935368495,0.032766103744506836,0.025062039494514465,0.3745249917341963
42,0.019968240521848202,0.200820654517718,0.01323080062866211,0.022506010718643665,0.22223768486449813
43,0.021632376526083266,0.3092900179404558,0.0136871337890625,0.025050493888556957,0.4029902951453532
44,0.028982358319418772,0.8361524637088473,0.013529777526855469,0.031176306307315826,0.4384034800819189
45,0.027268721322928156,0.7420382734688398,0.012125730514526367,0.030829885974526405,0.5836538528288044
46,0.024324605241417885,0.5246455414687407,0.012982845306396484,0.021610237658023834,0.24790743906888957
47,0.01889167646212237,0.09763170833951561,0.012380361557006836,0.0215713893994689,0.08043431193865994
48,0.022223721923572675,0.4332937869009416,0.017766952514648438,0.03433160297572613,0.6336543066494603
49,0.02383415015148265,0.5571567994911922,0.015463829040527344,0.023674686439335346,0.4725392910785982
50,0.021422323371682848,0.25237797645107285,0.013531923294067383,0.02490595541894436,0.36510597367094666
51,0.020792249324066297,0.3094840708620185,0.021580934524536133,0.023290938697755337,0.23042888442719475
52,0.019810677372983525,0.25219555037337255,0.01640176773071289,0.02144061867147684,0.08232675165747264
53,0.023528431941355978,0.4333759185747749,0.015763282775878906,0.028000863268971443,0.4402080879915904
54,0.02287150813000543,0.4836108915659056,0.016995668411254883,0.024671096354722977,0.2778745468148843
55,0.021295125729271343,0.3051257964960717,0.01807379722595215,0.02541140653192997,0.4748447841692756
56,0.02204306995762246,0.492865375231776,0.022346019744873047,0.022987987846136093,0.20181641890087837
57,0.0239041197512831,0.5732000045941303,0.015330076217651367,0.023336131125688553,0.2101870882939048
58,0.021495992317795753,0.3706403623624607,0.012690067291259766,0.024600978940725327,0.37436550332109086
59,0.022026947566441128,0.4352740745072725,0.013418912887573242,0.028507860377430916,0.4637673573973612
60,0.02279980933027608,0.5116891472004537,0.01436614990234375,0.031943222507834435,0.5966100219470634
61,0.030422272426741465,0.8898054330843925,0.014908075332641602,0.03297203220427036,0.49269851865666775
62,0.02700492792895862,0.7384117459907876,0.014211177825927734,0.03118712082505226,0.586205801509337
63,0.0270857358617442,0.7194493693109513,0.012485980987548828,0.02639374788850546,0.33870235094097834
64,0.020317850368363515,0.35914892231953643,0.014015913009643555,0.024060849100351334,0.3450006826329603
65,0.024648101734263555,0.6523592595961206,0.01349186897277832,0.023708175867795944,0.23473642736853217
66,0.021993688440748622,0.4508972306814919,0.013212203979492188,0.024235972203314304,0.26450514604166264
67,0.019768181389995983,0.2616361806880212,0.013611078262329102,0.027244552969932556,0.5575213956177176
68,0.019498874566384723,0.23232265897145082,0.013833045959472656,0.02109159715473652,0.10536433831048246
69,0.018975314551166127,0.17348814795378015,0.013602256774902344,0.024312549270689487,0.4203725050731267
70,0.02225006079035146,0.4470920504926385,0.015115976333618164,0.021144877187907696,0.32087370226285417
71,0.01862948520907334,0.10253798980504479,0.015748023986816406,0.02102974895387888,0.09636208809063672
72,0.019309969219778265,0.27634972496338456,0.014988899230957031,0.022511951625347137,0.21030978239665654
73,0.018517378052430495,0.09348672975784453,0.014114141464233398,0.022217269986867905,0.28110780796312884
74,0.021848949204598154,0.48040230262100403,0.016440153121948242,0.021090916357934475,0.09828426228219718
75,0.01877178331570966,0.13027051445903673,0.015674114227294922,0.02194309514015913,0.1931788681598369
