Epoch,Training Loss,Training Gradient Norm,Training Time (s),Test Loss,Test Gradient Norm
1,0.1477256417274475,1.6886023653554432,0.029237031936645508,0.13384008407592773,3.2127615957403237
2,0.14491891860961914,1.6358270370908417,0.008199214935302734,0.13138961791992188,3.1092946613470165
3,0.14228455722332,1.585057871007029,0.008179187774658203,0.1290939897298813,3.0098131153533876
4,0.13981091976165771,1.5362278483017786,0.007695913314819336,0.12694251537322998,2.914186627744926
5,0.13748708367347717,1.4892733157207978,0.06113004684448242,0.1249251663684845,2.8222896380931
6,0.1353028267621994,1.444131943070351,0.008515119552612305,0.1230325922369957,2.7340009170182884
7,0.1332487165927887,1.4007436669409141,0.008723735809326172,0.12125616520643234,2.6492030096458348
8,0.1313159018754959,1.3590503549611002,0.00847482681274414,0.11958779394626617,2.567782207902384
9,0.12949617207050323,1.3189960049463838,0.007843255996704102,0.1180199608206749,2.4896292197136245
10,0.12778185307979584,1.280526348498507,0.00921487808227539,0.11654571443796158,2.414637749751044
11,0.12616583704948425,1.243588837354623,0.009232759475708008,0.11515852063894272,2.3427049772908877
12,0.12464142590761185,1.2081323155614807,0.008804082870483398,0.11385230720043182,2.273731363809961
13,0.12320245057344437,1.174107701989141,0.008575916290283203,0.1126214861869812,2.2076202793769704
14,0.12184316664934158,1.1414670613666653,0.009130001068115234,0.11146079003810883,2.1442783884148757
15,0.12055814266204834,1.110164160930877,0.009404897689819336,0.11036530882120132,2.083614352840776
16,0.1193423792719841,1.0801537001817696,0.009066104888916016,0.10933054238557816,2.0255404474471685
17,0.11819125711917877,1.0513923089837272,0.009204864501953125,0.10835225135087967,1.9699704693407907
18,0.11710037291049957,1.0238373367743148,0.009837865829467773,0.10742652416229248,1.9168210546815312
19,0.11606570333242416,0.99744760707213,0.008348941802978516,0.10654965788125992,1.8660107641504775
20,0.11508344113826752,0.9721830676904443,0.00824594497680664,0.10571828484535217,1.8174607520765764
21,0.11415012180805206,0.9480047925886639,0.008980274200439453,0.10492922365665436,1.7710935667358698
22,0.11326242238283157,0.9248744826282117,0.00930023193359375,0.10417954623699188,1.7268337786143277
23,0.1124173179268837,0.9027555569544142,0.009854793548583984,0.10346651077270508,1.6846081531010333
24,0.11161195486783981,0.8816116967840506,0.00963282585144043,0.102787546813488,1.644344615161919
25,0.11084365099668503,0.861407936536657,0.010521650314331055,0.10214029997587204,1.605972826861676
26,0.11011000722646713,0.8421100636048038,0.00925588607788086,0.10152256488800049,1.5694241937437998
27,0.10940864682197571,0.8236846654629922,0.009588956832885742,0.1009322926402092,1.5346316950951648
28,0.10873748362064362,0.8060993031900675,0.09288406372070312,0.10036757588386536,1.5015294351459054
29,0.10809449851512909,0.7893222122085102,0.013984918594360352,0.0998266339302063,1.4700528593384306
30,0.1074778288602829,0.773322373775906,0.010455131530761719,0.0993078351020813,1.4401388774678203
31,0.10688573122024536,0.7580694924742659,0.01102900505065918,0.0988096296787262,1.4117257191141666
32,0.10631661117076874,0.7435341878061386,0.009603023529052734,0.09833057969808578,1.3847531803956812
33,0.10576894879341125,0.7296878501800209,0.009910106658935547,0.0978693887591362,1.3591618867138806
34,0.10524135082960129,0.7165021331857107,0.00974583625793457,0.09742480516433716,1.3348940326531913
35,0.10473252087831497,0.7039501227218524,0.008803129196166992,0.09699570387601852,1.311893224343327
36,0.10424121469259262,0.692005090178601,0.01150202751159668,0.09658101201057434,1.29010423835753
37,0.1037662923336029,0.6806411361479797,0.009118795394897461,0.09617972373962402,1.2694730455930925
38,0.10330673307180405,0.6698332025792686,0.009157896041870117,0.09579093009233475,1.2499472503611475
39,0.10286153852939606,0.6595565924249267,0.009859085083007812,0.09541378170251846,1.2314754028321322
40,0.10242976248264313,0.6497877236737937,0.008976221084594727,0.0950474962592125,1.21400791945005
41,0.1020105853676796,0.6405034513251142,0.009298324584960938,0.09469130635261536,1.1974964141285134
42,0.1016031950712204,0.6316813952668872,0.008735895156860352,0.09434455633163452,1.181893775474679
43,0.10120683908462524,0.6233000053390253,0.00913095474243164,0.09400656819343567,1.1671546601790461
44,0.10082084685564041,0.6153382659795603,0.01168203353881836,0.09367679059505463,1.1532347782250074
45,0.10044454783201218,0.6077758795160491,0.009141921997070312,0.09335467964410782,1.140091967285071
46,0.10007736831903458,0.600593316724642,0.009268045425415039,0.09303966909646988,1.1276844201081295
47,0.09971871972084045,0.5937716407656988,0.009725809097290039,0.09273136407136917,1.1159731701724909
48,0.09936809539794922,0.5872927654810417,0.01656317710876465,0.0924292653799057,1.104920087274812
49,0.09902501106262207,0.5811391904147216,0.010812759399414062,0.09213297814130783,1.094488346261039
50,0.0986890122294426,0.5752941265195083,0.01120305061340332,0.09184212237596512,1.0846427834066545
51,0.09835964441299438,0.5697413326118976,0.08204913139343262,0.0915563702583313,1.0753500436574486
52,0.09803654998540878,0.5644655302586595,0.01205301284790039,0.09127537161111832,1.066577612106855
53,0.09771937131881714,0.5594516692198109,0.02729201316833496,0.0909988209605217,1.0582951145698865
54,0.0974077433347702,0.554685672288182,0.009097099304199219,0.09072645753622055,1.0504728147496494
55,0.09710132330656052,0.5501539445168652,0.022177934646606445,0.09045800566673279,1.043083246750716
56,0.09679986536502838,0.5458435481247946,0.011244773864746094,0.09019322693347931,1.036099559328375
57,0.09650305658578873,0.5417420952480071,0.010062217712402344,0.08993189036846161,1.0294965998008456
58,0.09621062874794006,0.5378379806834857,0.00925898551940918,0.08967380225658417,1.0232505603835744
59,0.09592237323522568,0.5341198566986328,0.010571956634521484,0.08941876143217087,1.017338844893976
60,0.09563802927732468,0.5305771466165269,0.013285160064697266,0.08916658163070679,1.0117393678623683
61,0.09535744786262512,0.5271997134923582,0.010864973068237305,0.08891710638999939,1.0064325779605483
62,0.09508034586906433,0.5239780261421935,0.009981870651245117,0.08867017924785614,1.001399138474348
63,0.09480661898851395,0.5209028653612976,0.010293960571289062,0.0884256586432457,0.9966207596356615
64,0.09453605115413666,0.5179657346211965,0.009525060653686523,0.0881834328174591,0.9920804286851607
65,0.09426849335432053,0.5151582718324271,0.009238004684448242,0.08794334530830383,0.9877623120353307
66,0.09400381147861481,0.512472969104909,0.008910179138183594,0.08770529180765152,0.9836510837691865
67,0.09374184161424637,0.5099024418444077,0.008584976196289062,0.0874691754579544,0.9797328193588648
68,0.09348247200250626,0.5074397415438923,0.008365631103515625,0.08723490685224533,0.9759939912933969
69,0.09322558343410492,0.5050784078453112,0.009456157684326172,0.08700238168239594,0.9724221757840158
70,0.09297105669975281,0.50281235427256,0.009453058242797852,0.08677151054143906,0.9690058183285888
71,0.09271879494190216,0.5006357685654742,0.009341001510620117,0.08654225617647171,0.9657337484502743
72,0.09246868640184402,0.49854309626842663,0.008594036102294922,0.08631450682878494,0.9625957882141161
73,0.09222064912319183,0.4965292982081125,0.00913691520690918,0.08608820289373398,0.9595823207970599
74,0.09197459369897842,0.4945894686228697,0.07610607147216797,0.08586329221725464,0.9566844193446262
75,0.09173043817281723,0.492719160700778,0.009624958038330078,0.08563971519470215,0.9538935954715462
76,0.09148810803890228,0.4909139613495937,0.008849382400512695,0.08541741967201233,0.9512020470841016
77,0.0912475511431694,0.4891698709784605,0.009680032730102539,0.0851963609457016,0.9486024819991917
78,0.09100867062807083,0.4874831875491838,0.010391950607299805,0.08497650176286697,0.946088281741842
79,0.09077143669128418,0.4858503747612159,0.011998891830444336,0.08475777506828308,0.9436527921342797
80,0.09053576737642288,0.48426804691899245,0.009488105773925781,0.08454017341136932,0.9412902750434718
81,0.09030164033174515,0.48273307360234086,0.011254072189331055,0.08432363718748093,0.9389951382548195
82,0.09006896615028381,0.48124254513155307,0.010772943496704102,0.0841081440448761,0.9367623443322328
83,0.08983772248029709,0.47979363889754256,0.009675025939941406,0.08389367908239365,0.9345871105978378
84,0.0896078497171402,0.47838390810814263,0.01081395149230957,0.08368019014596939,0.9324649741772546
85,0.08937933295965195,0.47701078947292613,0.00988912582397461,0.08346766978502274,0.9303919683886079
86,0.08915212005376816,0.4756721506664273,0.010401725769042969,0.0832560732960701,0.9283639037631917
87,0.08892615139484406,0.47436577286094367,0.010246992111206055,0.08304540812969208,0.9263776768090265
88,0.08870144933462143,0.4730896798618901,0.009044885635375977,0.0828356221318245,0.924429841292979
89,0.08847792446613312,0.47184199835746965,0.008894920349121094,0.08262672275304794,0.9225172680225503
90,0.08825558423995972,0.4706210360502763,0.009694099426269531,0.08241869509220123,0.9206371958232142
91,0.08803437650203705,0.4694251398405303,0.010615110397338867,0.08221149444580078,0.918786995050584
92,0.08781430125236511,0.46825277725231673,0.012455940246582031,0.08200512826442719,0.9169642853075104
93,0.08759530633687973,0.46710245376778775,0.01093602180480957,0.08179957419633865,0.9151667581194127
94,0.0873773843050003,0.46597294696158353,0.01170206069946289,0.08159483224153519,0.9133924146265539
95,0.08716051280498505,0.4648629233885518,0.010179996490478516,0.081390880048275,0.9116393240587457
96,0.08694467693567276,0.4637712591123128,0.010815143585205078,0.08118771761655807,0.909905802056589
97,0.08672984689474106,0.46269683464911787,0.07839798927307129,0.08098532259464264,0.9081900558118018
98,0.08651600033044815,0.4616385684037492,0.010622978210449219,0.08078368008136749,0.9064905980619034
99,0.08630313724279404,0.46059561599985394,0.009424209594726562,0.08058281242847443,0.9048061862398328
100,0.08609122782945633,0.45956699138145707,0.00904703140258789,0.08038268238306046,0.9031354671199668
101,0.08588025718927383,0.4585518594531819,0.009199142456054688,0.08018328994512558,0.9014773331600152
102,0.08567021042108536,0.457549510518557,0.009257078170776367,0.0799846276640892,0.8998305617862289
103,0.0854610875248909,0.45655914170156925,0.008786201477050781,0.07978669553995132,0.8981941757242136
104,0.08525286614894867,0.45558008097937686,0.009939908981323242,0.07958950102329254,0.8965673830112822
105,0.08504553139209747,0.454611772505177,0.009510993957519531,0.07939299941062927,0.8949491570267555
106,0.08483909070491791,0.4536534566386505,0.009396076202392578,0.0791972205042839,0.8933390131962416
107,0.08463349938392639,0.4527047640176813,0.009820938110351562,0.07900214940309525,0.8917360533368043
108,0.08442877233028412,0.4517649967490404,0.01137399673461914,0.0788077861070633,0.8901396819287656
109,0.0842248871922493,0.45083379143211877,0.00972890853881836,0.07861411571502686,0.8885493674456015
110,0.08402185142040253,0.44991057567990256,0.009407281875610352,0.07842113822698593,0.8869645217933648
111,0.08381964266300201,0.44899504552179403,0.008497953414916992,0.07822885364294052,0.8853846192400057
112,0.08361823856830597,0.4480866926955008,0.008733987808227539,0.07803726196289062,0.8838091985967788
113,0.08341766148805618,0.4471852508159795,0.00838923454284668,0.07784634828567505,0.8822380395254287
114,0.08321789652109146,0.44629027255623877,0.008709907531738281,0.07765613496303558,0.8806705067015606
115,0.08301891386508942,0.44540149330767004,0.00807809829711914,0.07746658474206924,0.8791065039520876
116,0.08282072842121124,0.44451864848732964,0.008964061737060547,0.07727771997451782,0.8775456401281078
117,0.08262332528829575,0.44364132783855337,0.009489774703979492,0.07708952575922012,0.8759875253483164
