Epoch,Training Loss,Training Gradient Norm,Training Time (s),Test Loss,Test Gradient Norm,Test Accuracy
1,0.6891781687736511,0.180661487883218,0.03360319137573242,0.6907184720039368,0.24827990466003524,0.550000011920929
2,0.6890572309494019,0.18028603304190866,0.011380910873413086,0.6906119585037231,0.248016450643479,0.550000011920929
3,0.6889369487762451,0.1799122732465739,0.010170936584472656,0.6905060410499573,0.24775454390387874,0.550000011920929
4,0.6888174414634705,0.1795401920140221,0.010493278503417969,0.690401017665863,0.24749409182535195,0.5649999976158142
5,0.6886987090110779,0.17916981478945618,0.009896993637084961,0.690296471118927,0.24723519641709957,0.5600000023841858
6,0.6885808706283569,0.17880111634873483,0.008076906204223633,0.690192699432373,0.24697774221413527,0.5600000023841858
7,0.688463568687439,0.17843408019100626,0.008856773376464844,0.6900897026062012,0.24672182098448028,0.5600000023841858
8,0.688347339630127,0.17806873080919086,0.00832366943359375,0.6899874210357666,0.24646736433368735,0.5550000071525574
9,0.6882316470146179,0.17770504974932533,0.008452177047729492,0.6898858547210693,0.24621439922523713,0.5550000071525574
10,0.6881166696548462,0.17734301467676464,0.0075910091400146484,0.6897849440574646,0.2459628940779959,0.5550000071525574
11,0.6880024671554565,0.1769826334459815,0.008060932159423828,0.6896846890449524,0.24571281475964069,0.5600000023841858
12,0.6878890991210938,0.1766239032632283,0.007431983947753906,0.6895852088928223,0.24546422894039305,0.5600000023841858
13,0.6877763867378235,0.17626682812065042,0.007761955261230469,0.6894863247871399,0.2452170848121247,0.5649999976158142
14,0.6876643896102905,0.17591137878376728,0.00855708122253418,0.68938809633255,0.24497135443004908,0.5699999928474426
15,0.6875532269477844,0.17555757192296537,0.00693511962890625,0.6892906427383423,0.24472708129083315,0.5699999928474426
16,0.6874426007270813,0.17520539600327692,0.007149934768676758,0.6891937851905823,0.24448420468823998,0.5699999928474426
17,0.6873328685760498,0.17485483337079724,0.007717132568359375,0.6890975832939148,0.2442427872665486,0.574999988079071
18,0.6872237324714661,0.17450588909696438,0.008224964141845703,0.6890020966529846,0.24400276275855615,0.5699999928474426
19,0.6871153116226196,0.17415856711533037,0.009604215621948242,0.6889071464538574,0.24376412259362104,0.574999988079071
20,0.6870076060295105,0.17381282920738447,0.015275955200195312,0.6888129711151123,0.24352693102202366,0.5799999833106995
21,0.6869006156921387,0.17346869830534742,0.012428998947143555,0.6887193918228149,0.2432910960583421,0.5799999833106995
22,0.6867943406105042,0.17312617710183706,0.009462833404541016,0.6886264681816101,0.2430566562991831,0.574999988079071
23,0.6866886019706726,0.17278521962909701,0.023846864700317383,0.688534140586853,0.2428236008421757,0.5699999928474426
24,0.6865836977958679,0.17244588215518808,0.007047891616821289,0.6884424090385437,0.24259189870646936,0.574999988079071
25,0.6864793300628662,0.17210810467261337,0.01279902458190918,0.6883514523506165,0.2423615646814613,0.5699999928474426
26,0.6863758563995361,0.17177190380620863,0.009257078170776367,0.6882609724998474,0.2421325909609946,0.5600000023841858
27,0.6862729787826538,0.17143728092798333,0.010222911834716797,0.6881711483001709,0.2419049905206927,0.5600000023841858
28,0.6861705780029297,0.17110418106699554,0.007620811462402344,0.6880819797515869,0.2416787312006514,0.5649999976158142
29,0.6860690116882324,0.1707726797084675,0.00887608528137207,0.6879934072494507,0.24145377497139695,0.5649999976158142
30,0.6859681010246277,0.17044273464293533,0.030915021896362305,0.6879053711891174,0.24123019076427532,0.5649999976158142
31,0.6858677864074707,0.17011429981217058,0.008767843246459961,0.6878180503845215,0.24100790015883014,0.5649999976158142
32,0.6857681274414062,0.16978744839437945,0.009093284606933594,0.6877312660217285,0.2407869677464208,0.5649999976158142
33,0.6856691241264343,0.16946209440497084,0.008007049560546875,0.6876451969146729,0.2405673360222149,0.5649999976158142
