Epoch,Training Loss,Training Gradient Norm,Training Time (s),Test Loss,Test Gradient Norm,Test Accuracy
1,0.6938284039497375,0.12821454699173634,0.03584694862365723,0.6796968579292297,0.20403350965176123,0.574999988079071
2,0.663169801235199,0.11037179417914879,0.009295940399169922,0.6775389313697815,0.20322749143496988,0.574999988079071
3,0.6481797099113464,0.10534106687508074,0.008766889572143555,0.6762969493865967,0.20481753317489615,0.574999988079071
4,0.6363414525985718,0.10306053602123016,0.010149717330932617,0.6748548746109009,0.20563192310632167,0.574999988079071
5,0.6253781914710999,0.10136692535972808,0.008749008178710938,0.673239529132843,0.20578243975456045,0.574999988079071
6,0.6148467063903809,0.099818403060207,0.0069010257720947266,0.6715580821037292,0.20558601561666137,0.574999988079071
7,0.604650616645813,0.09832489980625755,0.008005142211914062,0.6698761582374573,0.20523395238928896,0.574999988079071
8,0.5947616100311279,0.09686804283037338,0.0070416927337646484,0.6682253479957581,0.20482120358103623,0.574999988079071
9,0.5851656198501587,0.095443986107125,0.0073816776275634766,0.6666192412376404,0.2043917766973114,0.574999988079071
10,0.5758512020111084,0.09405181374049346,0.007540225982666016,0.6650633215904236,0.20396536270596555,0.5799999833106995
11,0.5668082237243652,0.09269109145780723,0.01081085205078125,0.6635586619377136,0.20355037681753527,0.5799999833106995
12,0.5580265522003174,0.09136145594311837,0.008502960205078125,0.6621047258377075,0.20315012141846797,0.5799999833106995
13,0.5494967103004456,0.09006247691083528,0.009139060974121094,0.6607003808021545,0.2027656277966267,0.5799999833106995
14,0.5412092804908752,0.08879367214096598,0.007193088531494141,0.6593438982963562,0.20239695787052417,0.574999988079071
15,0.5331552028656006,0.08755452504633547,0.006525993347167969,0.6580337285995483,0.20204371489725456,0.5849999785423279
16,0.5253260135650635,0.0863444795183796,0.006203889846801758,0.6567683219909668,0.20170536013417645,0.5849999785423279
17,0.5177133083343506,0.08516295191643027,0.006069183349609375,0.6555461287498474,0.20138120923609246,0.5849999785423279
18,0.510309100151062,0.08400933789607136,0.006009101867675781,0.6543654799461365,0.20107072300864104,0.5849999785423279
19,0.5031055212020874,0.08288301100515799,0.006737232208251953,0.653224766254425,0.20077320552074185,0.574999988079071
20,0.4960954189300537,0.08178335287664901,0.006844043731689453,0.6521228551864624,0.20048817476278888,0.5799999833106995
21,0.48927146196365356,0.08070967830524052,0.011031150817871094,0.6510581970214844,0.200215010240445,0.5799999833106995
22,0.48262694478034973,0.07966137661867127,0.014194965362548828,0.6500294208526611,0.1999532171395146,0.5799999833106995
23,0.4761553108692169,0.07863777756242842,0.01032400131225586,0.6490355134010315,0.1997022845108921,0.5849999785423279
24,0.46985024213790894,0.07763825586206122,0.0096588134765625,0.6480750441551208,0.19946176265399213,0.5799999833106995
25,0.46370571851730347,0.07666213382611639,0.0068700313568115234,0.6471468210220337,0.19923121374629613,0.5849999785423279
26,0.4577159881591797,0.0757088084224946,0.0071868896484375,0.6462499499320984,0.19901018942251777,0.5950000286102295
27,0.4518755078315735,0.0747776320649146,0.00689697265625,0.6453831195831299,0.1987982929190094,0.6000000238418579
28,0.44617900252342224,0.07386797927070964,0.0073740482330322266,0.6445456147193909,0.19859519346759613,0.6050000190734863
29,0.44062140583992004,0.07297925446503607,0.006343841552734375,0.6437361240386963,0.19840047277989578,0.6100000143051147
30,0.4351978600025177,0.07211084724880061,0.007100820541381836,0.6429538130760193,0.1982138394443656,0.6100000143051147
31,0.4299035966396332,0.07126219167741497,0.01146388053894043,0.642197847366333,0.1980349601862577,0.6150000095367432
32,0.42473429441452026,0.07043269961504285,0.012334108352661133,0.6414674520492554,0.19786347861438652,0.6150000095367432
33,0.41968563199043274,0.069621820318416,0.010149717330932617,0.6407615542411804,0.19769915477009403,0.6150000095367432
34,0.4147534966468811,0.06882901003913433,0.009371757507324219,0.6400795578956604,0.19754169699152113,0.6200000047683716
35,0.4099339246749878,0.06805374028231223,0.007790088653564453,0.6394206285476685,0.19739084723411796,0.6299999952316284
36,0.4052232503890991,0.06729548986391577,0.007181882858276367,0.6387840509414673,0.1972463301651602,0.6449999809265137
37,0.400617778301239,0.06655377491125963,0.007069110870361328,0.6381690502166748,0.19710792338322997,0.6499999761581421
38,0.3961140811443329,0.06582808894221776,0.007264852523803711,0.6375749111175537,0.1969754024535397,0.6499999761581421
39,0.3917089104652405,0.06511797048625399,0.0073320865631103516,0.6370012164115906,0.19684851802198966,0.6549999713897705
40,0.38739898800849915,0.06442297267216802,0.014227151870727539,0.6364471912384033,0.19672707951698443,0.6549999713897705
41,0.38318130373954773,0.06374263399569607,0.011403083801269531,0.6359121799468994,0.19661090151816854,0.6549999713897705
42,0.3790529668331146,0.06307654484678452,0.08671379089355469,0.6353955864906311,0.19649976548625653,0.6600000262260437
43,0.3750110864639282,0.06242427698753105,0.00636601448059082,0.6348969340324402,0.19639349044216373,0.6600000262260437
44,0.3710530400276184,0.06178542834313564,0.006351947784423828,0.6344156861305237,0.19629192106038565,0.6549999713897705
45,0.36717620491981506,0.061159611804564105,0.00621795654296875,0.6339513659477234,0.19619487591827062,0.6449999809265137
46,0.3633781671524048,0.06054646235124121,0.006330966949462891,0.6335033774375916,0.19610220577542564,0.6449999809265137
47,0.3596564531326294,0.05994559658850902,0.00682377815246582,0.6330713033676147,0.19601371483637975,0.6449999809265137
48,0.3560088276863098,0.059356671766702146,0.013917922973632812,0.6326545476913452,0.19592931325378218,0.6449999809265137
49,0.3524330258369446,0.05877934935540835,0.008716821670532227,0.6322528719902039,0.19584883961970972,0.6499999761581421
50,0.34892699122428894,0.05821329770232626,0.008955001831054688,0.6318657398223877,0.1957721184191476,0.6549999713897705
51,0.34548866748809814,0.05765818926959496,0.01281428337097168,0.6314926743507385,0.19569907454120455,0.6549999713897705
52,0.3421160578727722,0.05711374456588429,0.012951135635375977,0.6311334371566772,0.19562955250748246,0.6549999713897705
53,0.33880728483200073,0.056579636285402475,0.010165929794311523,0.6307874917984009,0.1955634468492552,0.6549999713897705
54,0.3355606198310852,0.05605559223903877,0.010854959487915039,0.6304545402526855,0.19550066160936944,0.6600000262260437
55,0.3323741853237152,0.05554132952502867,0.00768733024597168,0.6301342248916626,0.19544103851892933,0.6600000262260437
56,0.3292464017868042,0.05503658371398812,0.007782697677612305,0.6298261284828186,0.19538445030907717,0.6600000262260437
57,0.3261755704879761,0.054541086752479664,0.009571075439453125,0.6295300126075745,0.19533088479851143,0.6600000262260437
58,0.3231602609157562,0.054054600381798164,0.00933384895324707,0.6292454600334167,0.19528018717276582,0.6600000262260437
59,0.32019877433776855,0.053576874925573656,0.007254838943481445,0.6289722323417664,0.1952322756925189,0.6650000214576721
60,0.3172898292541504,0.05310767589784674,0.011415719985961914,0.6287099719047546,0.1951870548911845,0.6650000214576721
61,0.31443193554878235,0.05264678348237945,0.0175020694732666,0.6284583806991577,0.19514439754144242,0.6650000214576721
62,0.311623752117157,0.05219397423127856,0.01804184913635254,0.6282172799110413,0.19510431365354633,0.6650000214576721
63,0.308864027261734,0.05174902853827238,0.0070798397064208984,0.6279863119125366,0.19506663134790708,0.6650000214576721
64,0.30615144968032837,0.05131174496146173,0.006825923919677734,0.6277651190757751,0.19503131684332178,0.6650000214576721
65,0.30348482728004456,0.050881933989980956,0.006706953048706055,0.6275537014007568,0.1949982756999558,0.6700000166893005
66,0.30086296796798706,0.0504593980129451,0.006383180618286133,0.6273515224456787,0.19496742646423232,0.6700000166893005
67,0.29828476905822754,0.0500439507579412,0.0064890384674072266,0.6271585822105408,0.19493872101361062,0.6700000166893005
68,0.29574909806251526,0.04963541722907068,0.006572723388671875,0.6269744634628296,0.1949121106212132,0.6700000166893005
69,0.2932549715042114,0.04923361887687195,0.008788108825683594,0.6267991065979004,0.1948874853347991,0.6650000214576721
70,0.2908012568950653,0.04883839534728721,0.013338804244995117,0.6266320943832397,0.19486482720709525,0.6650000214576721
71,0.2883870601654053,0.04844956769140536,0.013716936111450195,0.6264732480049133,0.1948439984591965,0.6650000214576721
72,0.28601136803627014,0.04806699848339925,0.00953531265258789,0.6263226270675659,0.1948250532635906,0.6650000214576721
73,0.28367331624031067,0.04769051606201171,0.008535146713256836,0.6261797547340393,0.19480781103034178,0.6600000262260437
74,0.28137192130088806,0.04731999019831535,0.008155107498168945,0.626044511795044,0.19479229958210817,0.6700000166893005
75,0.27910637855529785,0.04695526815174172,0.0065479278564453125,0.6259167194366455,0.1947784540513969,0.6700000166893005
76,0.2768758535385132,0.046596204823138906,0.006530046463012695,0.6257961392402649,0.19476618095426806,0.6700000166893005
77,0.2746794819831848,0.046242692001945813,0.006806135177612305,0.6256827712059021,0.1947555241900714,0.675000011920929
78,0.27251654863357544,0.045894569448727614,0.006102800369262695,0.6255762577056885,0.19474633282627338,0.6800000071525574
79,0.2703862190246582,0.04555171838980726,0.006104230880737305,0.6254764795303345,0.1947386019137954,0.6800000071525574
80,0.2682877779006958,0.04521402662991308,0.006357908248901367,0.6253833174705505,0.19473228466271572,0.6800000071525574
81,0.26622048020362854,0.04488137517101939,0.008978128433227539,0.6252965927124023,0.19472733427234387,0.6800000071525574
82,0.26418375968933105,0.04455363742773728,0.009629249572753906,0.6252161860466003,0.1947237351313956,0.6800000071525574
83,0.2621767520904541,0.044230716415594666,0.009073972702026367,0.6251418590545654,0.1947214098185091,0.6800000071525574
84,0.2601989507675171,0.04391249304761434,0.009190797805786133,0.6250734925270081,0.19472033913933257,0.6800000071525574
85,0.2582496404647827,0.04359886293048419,0.006918191909790039,0.6250109672546387,0.1947204642156194,0.6800000071525574
86,0.2563282251358032,0.04328972915705231,0.0070950984954833984,0.6249541640281677,0.19472178442508345,0.6800000071525574
87,0.25443410873413086,0.042984991468233404,0.0068378448486328125,0.6249029636383057,0.19472424962077947,0.6800000071525574
88,0.25256672501564026,0.042684556477626034,0.006505012512207031,0.6248573064804077,0.19472780062864414,0.6800000071525574
89,0.25072547793388367,0.04238831622545204,0.0064127445220947266,0.6248168349266052,0.1947324356022942,0.6800000071525574
90,0.2489098161458969,0.042096207329958994,0.009408950805664062,0.6247815489768982,0.1947380779582045,0.6800000071525574
91,0.24711927771568298,0.04180811428807044,0.010091066360473633,0.6247514486312866,0.19474475705952768,0.6800000071525574
92,0.24535326659679413,0.0415239665417176,0.01216578483581543,0.6247262358665466,0.1947524110198284,0.6800000071525574
93,0.24361126124858856,0.04124367834749116,0.009063243865966797,0.6247059106826782,0.19476100856663076,0.6800000071525574
94,0.24189287424087524,0.040967167471413775,0.008540868759155273,0.6246902942657471,0.19477051965077508,0.6800000071525574
95,0.24019752442836761,0.04069435970839762,0.006871938705444336,0.6246793270111084,0.1947809264741041,0.6800000071525574
96,0.23852482438087463,0.04042517314047415,0.007031917572021484,0.6246728897094727,0.1947922149150065,0.6800000071525574
97,0.23687425255775452,0.04015953674886475,0.007297992706298828,0.6246708631515503,0.19480433962924842,0.6800000071525574
98,0.2352454513311386,0.03989737994994337,0.0071659088134765625,0.6246732473373413,0.1948172374916919,0.6800000071525574
99,0.23363792896270752,0.03963862814052308,0.006947755813598633,0.6246797442436218,0.19483095193296934,0.6800000071525574
100,0.2320513129234314,0.03938321811193125,0.009005069732666016,0.6246904730796814,0.19484542228695528,0.6800000071525574
